"","STATECD","COUNTYCD","PLOT","CONDID","CYCLE","uniq_obs_unit_id","uniq_spl_unit_id","fortypcd","owngrpcd","owncd","aspect","aspect_rad","aspect_sin","aspect_cos","slope","adforcd","cpa","mean_dia","mean_actualht","mean_HD","diversity","num_trees","num_species","qmd","tph","baph","sdi","ownership","nf_np"
"228666",21,131,4,1,8,"21_131_4_1_8","21_131_4_1",503,10,11,213,3.71755130674792,-0.544639035015027,-0.838670567945424,60,802,58.1064104738241,27.4489333333333,19.54784,85.4044820878502,6.04939821324175,15,9,119.256989816111,563.807895504169,17.3261433176977,6747.29356851645,"Daniel Boone","National Forest"
"228681",21,131,4,2,8,"21_131_4_2_8","21_131_4_2",502,10,11,220,3.83972435438753,-0.642787609686539,-0.766044443118978,50,802,15.6273097116878,18.6055,17.4117,104.061298842164,5.65685424949238,8,6,59.6343101913655,289.339398941401,4.25788930161876,1138.46808591782,"Daniel Boone","National Forest"
"228689",21,131,5,1,5,"21_131_5_1_5","21_131_5_1",515,10,11,235,4.10152374218667,-0.819152044288992,-0.573576436351046,63,802,94.125694669726,19.9987647058824,17.3825647058824,105.820148723968,11.4407695797397,34,14,138.683767399072,2209.33247999684,29.1929278222949,33686.3610999664,"Daniel Boone","National Forest"
"228723",21,131,5,1,6,"21_131_5_1_6","21_131_5_1",515,10,11,215,3.75245789178781,-0.573576436351046,-0.819152044288992,63,802,102.345186043104,20.2474285714286,17.4084342857143,106.619001302972,11.5648834219152,35,14,143.413087631499,2224.20338237547,30.5542630914622,35788.3258887559,"Daniel Boone","National Forest"
"228758",21,131,5,1,7,"21_131_5_1_7","21_131_5_1",515,10,11,228,3.97935069454707,-0.743144825477394,-0.669130606358858,57,802,108.94285914491,22.0826060606061,18.9530181818182,100.393707975124,9.60281748714724,33,13,148.266612195733,1342.60067805657,28.9169016167736,22788.3744344151,"Daniel Boone","National Forest"
"228791",21,131,5,1,8,"21_131_5_1_8","21_131_5_1",801,10,11,228,3.97935069454707,-0.743144825477394,-0.669130606358858,68,802,43.4911900073697,26.0604,20.17776,91.3817286670979,4.13085192089075,10,5,96.0549956639424,319.08120369867,11.3594990983892,2698.28386924599,"Daniel Boone","National Forest"
"228801",21,131,5,2,8,"21_131_5_2_8","21_131_5_2",515,10,11,208,3.63028484414821,-0.469471562785891,-0.882947592858927,58,802,64.0117357106036,23.6643333333333,16.6793333333333,82.9852559736051,6.81566221694637,18,9,117.465869374895,778.792782552399,19.4259163502697,9096.45293916947,"Daniel Boone","National Forest"
"228819",21,131,7,1,5,"21_131_7_1_5","21_131_7_1",503,10,11,115,2.00712863979348,0.90630778703665,-0.422618261740699,32,802,66.2330910810328,27.7607058823529,21.0491294117647,82.8774684102952,6.93235335960359,17,8,125.337097205895,252.805340436783,18.3473866326299,3276.76984760453,"Daniel Boone","National Forest"
"228836",21,131,7,1,6,"21_131_7_1_6","21_131_7_1",801,10,11,102,1.78023583703422,0.978147600733806,-0.207911690817759,57,802,69.7142732627489,27.1497777777778,20.0321333333333,88.0284494751256,6.71397515006985,18,8,129.77337018048,608.420602640072,20.8129987562874,8338.89792869418,"Daniel Boone","National Forest"
"228854",21,131,7,1,7,"21_131_7_1_7","21_131_7_1",503,10,11,102,1.78023583703422,0.978147600733806,-0.207911690817759,57,802,60.8138069580936,24.8786315789474,19.8280421052632,97.1071893800786,7.15908664099259,19,8,122.864344819805,623.291505018706,17.8032363701872,7824.59040185743,"Daniel Boone","National Forest"
"228874",21,131,7,1,8,"21_131_7_1_8","21_131_7_1",503,10,11,100,1.74532925199433,0.984807753012208,-0.17364817766693,47,802,80.13583670708,26.8986,21.38172,97.6821607583024,7.91277491800153,20,9,135.478942777097,638.16240739734,21.6275117998901,9371.89338660426,"Daniel Boone","National Forest"
"228894",21,131,7,2,5,"21_131_7_2_5","21_131_7_2",511,10,11,0,0,0,1,0,802,12.8989908072681,21.5335555555556,24.7226666666667,118.724142016191,1.41741118113173,9,2,66.2092791986138,133.838121407709,5.11979613434022,622.868670581504,"Daniel Boone","National Forest"
"228903",21,131,7,2,6,"21_131_7_2_6","21_131_7_2",511,10,11,297,5.18362787842316,-0.891006524188368,0.453990499739547,12,802,15.0974320962592,18.0109090909091,20.8649454545455,121.757163618249,2.36308337479987,11,3,68.6035144872331,674.696465901959,6.06825233611548,3324.1930374324,"Daniel Boone","National Forest"
"228914",21,131,7,2,7,"21_131_7_2_7","21_131_7_2",511,10,11,12,0.20943951023932,0.207911690817759,0.978147600733806,12,802,15.3079667652132,16.9949090909091,19.5072,128.976506273564,2.70451779632421,11,3,67.489477698379,845.068645814286,6.13203090929571,4055.62471677571,"Daniel Boone","National Forest"
"228925",21,131,7,3,8,"21_131_7_3_8","21_131_7_3",511,10,11,308,5.37561409614254,-0.788010753606722,0.615661475325659,21,802,17.2228989595442,17.3412727272727,19.3132363636364,127.790359239656,2.90690667867388,11,3,69.8860125346982,845.068645814286,6.7306307102557,4289.23897412146,"Daniel Boone","National Forest"
"228936",21,131,8,1,5,"21_131_8_1_5","21_131_8_1",515,10,11,280,4.88692190558412,-0.984807753012208,0.17364817766693,40,802,40.7419329603693,14.3589375,10.868025,99.2186527107053,3.73711892906115,32,6,100.611256408018,2690.70721497655,17.9171118979445,24510.7204510387,"Daniel Boone","National Forest"
"228968",21,131,8,1,6,"21_131_8_1_6","21_131_8_1",515,10,11,285,4.97418836818384,-0.965925826289068,0.258819045102521,50,802,58.9314406759721,15.7680526315789,14.2935157894737,110.930191677998,4.17489332882945,38,7,116.300661717808,2609.56044933603,22.2198567917534,29996.3667257081,"Daniel Boone","National Forest"
"229038",21,131,17,1,5,"21_131_17_1_5","21_131_17_1",503,10,11,285,4.97418836818384,-0.965925826289068,0.258819045102521,30,802,78.0320466692789,16.4555714285714,15.3198285714286,121.465453851973,10.6219646901183,42,14,131.754038162024,3350.53277849987,29.3306624958221,47051.8681486574,"Daniel Boone","National Forest"
"229080",21,131,17,1,6,"21_131_17_1_6","21_131_17_1",503,10,11,277,4.83456202802429,-0.992546151641322,0.121869343405148,35,802,88.4132774635565,20.6943157894737,17.6382947368421,97.0174326313694,9.4944521348662,38,12,147.871636171377,1587.32736986207,29.2922080224097,26827.0932721385,"Daniel Boone","National Forest"
"229118",21,131,17,1,7,"21_131_17_1_7","21_131_17_1",503,10,11,267,4.66002910282486,-0.998629534754574,-0.0523359562429443,38,802,98.3315967358893,21.4696842105263,18.9216631578947,103.349106828837,9.12951228322062,38,12,153.430717837075,1587.32736986207,31.5376342934088,28464.1132212242,"Daniel Boone","National Forest"
"229156",21,131,17,1,8,"21_131_17_1_8","21_131_17_1",503,10,11,255,4.45058959258554,-0.965925826289068,-0.258819045102521,38,802,119.084309635546,22.72665,19.70532,98.9713972395736,8.6632672397794,40,12,164.989961791619,1446.69699470701,35.9270612247042,29150.0152877597,"Daniel Boone","National Forest"
"229196",21,131,19,1,5,"21_131_19_1_5","21_131_19_1",515,10,11,277,4.83456202802429,-0.992546151641322,0.121869343405148,45,802,51.6687232689606,16.9333333333333,12.8651,107.529353888115,8.70384896645825,24,10,108.45829742348,2571.73999594748,20.3252437907421,26428.0859167344,"Daniel Boone","National Forest"
"229221",21,131,19,1,6,"21_131_19_1_6","21_131_19_1",515,10,11,277,4.83456202802429,-0.992546151641322,0.121869343405148,45,802,65.4470671020995,17.4319259259259,13.6482666666667,110.447465635354,9.23867599922909,27,11,116.823157481725,2616.35270308338,23.8296664731784,30291.5937213361,"Daniel Boone","National Forest"
"229248",21,131,19,1,7,"21_131_19_1_7","21_131_19_1",515,10,11,277,4.83456202802429,-0.992546151641322,0.121869343405148,45,802,73.538590132289,16.5753142857143,13.4286171428571,108.407073441223,10.9326553629287,35,14,126.339405950796,2905.69210202478,25.1397942966551,38147.0800521015,"Daniel Boone","National Forest"
"229283",21,131,19,1,8,"21_131_19_1_8","21_131_19_1",503,10,11,272,4.74729556542458,-0.999390827019096,0.0348994967025013,45,802,82.164382824337,16.51,13.3069263157895,105.464053537979,11.2165956214174,38,15,130.023192946489,3291.04916898534,28.5977501569531,45245.9470014797,"Daniel Boone","National Forest"
"229321",21,131,21,2,5,"21_131_21_2_5","21_131_21_2",506,10,11,125,2.18166156499291,0.819152044288992,-0.573576436351046,53,802,24.8863947857918,17.4171428571429,16.0963428571429,102.542491353373,8.23418358378002,21,10,85.635300478249,823.405489688302,10.5633232042248,5791.13152585299,"Daniel Boone","National Forest"
"229342",21,131,22,1,5,"21_131_22_1_5","21_131_22_1",503,10,11,26,0.453785605518526,0.438371146789077,0.898794046299167,41,802,60.802978778821,24.3981111111111,20.5909333333333,91.579368224907,8.49167179780056,18,10,113.649319030076,778.792782552399,16.6130926188576,8626.77711578415,"Daniel Boone","National Forest"
"229360",21,131,22,1,6,"21_131_22_1_6","21_131_22_1",503,10,11,39,0.680678408277788,0.629320391049837,0.777145961456971,30,802,77.9691240458111,24.13,20.9830736842105,101.645642367758,12.8338382707068,19,14,120.583139368653,1134.40804475569,19.3999751041782,13818.9852673434,"Daniel Boone","National Forest"
"229380",21,131,22,1,7,"21_131_22_1_7","21_131_22_1",503,10,11,39,0.680678408277788,0.629320391049837,0.777145961456971,40,802,80.5396377229741,25.5975555555556,20.9126666666667,99.7814682532001,12.8486275860284,18,14,124.374958701501,1119.53714237705,20.5659337047886,14332.6592328183,"Daniel Boone","National Forest"
"229399",21,131,22,1,8,"21_131_22_1_8","21_131_22_1",503,10,11,60,1.0471975511966,0.866025403784439,0.5,33,802,66.4933760625103,33.9795555555556,25.9757333333333,96.4349110123713,6.61380521524019,9,7,110.477445263728,304.210301320036,14.341161400189,3220.1044995563,"Daniel Boone","National Forest"
"229408",21,131,22,2,8,"21_131_22_2_8","21_131_22_2",520,10,11,145,2.53072741539178,0.573576436351046,-0.819152044288992,22,802,19.7119816828301,22.8176666666667,20.2184,99.5320160194177,6,6,6,63.2082457595526,429.96977409646,5.85835793128621,1857.46936630385,"Daniel Boone","National Forest"
"229414",21,131,26,1,5,"21_131_26_1_5","21_131_26_1",511,10,11,64,1.11701072127637,0.898794046299167,0.438371146789077,56,802,63.8041883681686,20.4046666666667,20.3477090909091,108.247523495175,5.13549183213873,33,10,130.790763634134,1512.97285796889,24.26316650211,20998.0626900122,"Daniel Boone","National Forest"
"229447",21,131,26,1,6,"21_131_26_1_6","21_131_26_1",511,10,11,65,1.13446401379631,0.90630778703665,0.422618261740699,50,802,60.9595426009054,22.5962307692308,22.2269538461538,104.773312443654,3.94246484660776,26,8,126.24668782982,897.760001581473,23.0164367840897,11772.2703087721,"Daniel Boone","National Forest"
"229473",21,131,26,1,7,"21_131_26_1_7","21_131_26_1",511,10,11,57,0.994837673636768,0.838670567945424,0.544639035015027,53,802,57.8271222748321,21.5549655172414,20.4531310344828,103.252077370942,4.54799331268255,29,8,130.262879117575,1112.7448886297,22.458564158169,15343.5083084176,"Daniel Boone","National Forest"
"229502",21,131,26,1,8,"21_131_26_1_8","21_131_26_1",511,10,11,61,1.06465084371654,0.874619707139396,0.484809620246337,53,802,47.5068983477309,23.241,22.2842666666667,106.960292964978,5.42169486633,18,7,112.493328175497,608.420602640072,16.4044606262777,6629.85844561151,"Daniel Boone","National Forest"
"229520",21,131,26,2,8,"21_131_26_2_8","21_131_26_2",511,10,11,70,1.22173047639603,0.939692620785908,0.342020143325669,17,802,11.4566280769274,21.1182857142857,24.5146285714286,125.683795796041,1.50699306577254,7,2,60.3558731524944,274.468496562767,4.47554946710565,1101.00488361359,"Daniel Boone","National Forest"
"229527",21,131,31,1,5,"21_131_31_1_5","21_131_31_1",503,10,11,200,3.49065850398866,-0.342020143325669,-0.939692620785908,50,802,140.455421195138,28.69184,21.15312,90.7605702750334,7.71465323917492,25,10,165.031601216252,1053.26127911517,34.1915476470767,21231.1354211619,"Daniel Boone","National Forest"
"229552",21,131,31,1,6,"21_131_31_1_6","21_131_31_1",503,10,11,175,3.05432619099008,0.0871557427476586,-0.996194698091746,48,802,153.760960811606,29.2295384615385,21.9104307692308,88.5674420281131,6.94616943685522,26,9,170.270581863104,897.760001581473,36.0782898479907,19027.4779475097,"Daniel Boone","National Forest"
"229578",21,131,31,1,7,"21_131_31_1_7","21_131_31_1",503,10,11,185,3.22885911618951,-0.0871557427476579,-0.996194698091746,50,802,170.045839683072,30.3627692307692,22.5669230769231,85.7075818688192,6.58550705387242,26,8,177.229398689946,897.760001581473,38.6694715190466,20290.9339960099,"Daniel Boone","National Forest"
"229604",21,131,31,1,8,"21_131_31_1_8","21_131_31_1",503,10,11,180,3.14159265358979,1.22460635382238e-16,-1,47,802,72.6006064151152,26.3769230769231,21.3594461538462,95.2088147369282,4.59379919496706,13,5,110.146419823796,363.693910834573,14.2938489975746,3831.24904376183,"Daniel Boone","National Forest"
"229617",21,131,31,2,8,"21_131_31_2_8","21_131_31_2",502,10,11,174,3.03687289847013,0.104528463267654,-0.994521895368273,26,802,50.7448561749864,33.49625,22.1742,78.5720978943306,2.6493511285621,8,3,104.858940315073,289.339398941401,13.7818940073788,2816.57441721992,"Daniel Boone","National Forest"
"229625",21,131,60,1,7,"21_131_60_1_7","21_131_60_1",510,10,11,267,4.66002910282486,-0.998629534754574,-0.0523359562429443,35,802,55.3383791517803,20.5985806451613,17.4915870967742,90.0860775925671,6.25739873632981,31,7,121.888775168184,460.997973737663,17.351713738769,5713.63720221268,"Daniel Boone","National Forest"
"229656",21,131,60,2,7,"21_131_60_2_7","21_131_60_2",801,10,11,269,4.69493568786475,-0.999847695156391,-0.0174524064372835,33,802,39.0390856776055,29.464,24.5364,90.4123448826933,2,6,2,80.2961454616596,259.597594184133,9.05296050571158,1646.55991439418,"Daniel Boone","National Forest"
"230566",21,147,2,2,7,"21_147_2_2_7","21_147_2_2",404,10,11,176,3.07177948351002,0.0697564737441255,-0.997564050259824,35,802,27.9506841336475,22.098,17.3397333333333,84.7697731587342,3.70907929775537,9,4,76.9007809323156,474.582481232363,9.20652900656701,2808.4871514198,"Daniel Boone","National Forest"
"230687",21,147,4,1,5,"21_147_4_1_5","21_147_4_1",502,10,11,353,6.16101225953998,-0.121869343405148,0.992546151641322,45,802,29.9661557488979,19.8797333333333,14.30528,87.9553597831641,4.4274186486519,15,6,88.1756893480284,734.180075416496,10.6456589284883,5411.64631690977,"Daniel Boone","National Forest"
"230703",21,147,4,1,6,"21_147_4_1_6","21_147_4_1",502,10,11,5,0.0872664625997165,0.0871557427476582,0.996194698091746,75,802,60.2237726651319,17.7226451612903,13.7454967741935,98.4936874898513,5.90225794834381,31,9,120.623260194707,2164.71977286093,20.2633193630965,26383.9869806045,"Daniel Boone","National Forest"
"230735",21,147,4,1,7,"21_147_4_1_7","21_147_4_1",502,10,11,2,0.0349065850398866,0.034899496702501,0.999390827019096,72,802,68.3174414585212,18.5573939393939,14.6581090909091,89.1885280562394,5.96997426658599,33,10,125.86283084374,1853.71721779355,22.7514775097135,24189.1634330158,"Daniel Boone","National Forest"
"230769",21,147,4,1,8,"21_147_4_1_8","21_147_4_1",502,10,11,2,0.0349065850398866,0.034899496702501,0.999390827019096,72,802,79.9719330636426,20.8994375,16.4211,85.9460658211611,5.48787330183865,32,9,135.981124587201,1668.47413550259,25.6688252107222,24648.7308328226,"Daniel Boone","National Forest"
"230989",21,147,6,1,5,"21_147_6_1_5","21_147_6_1",504,10,11,319,5.56760031386191,-0.656059028990507,0.754709580222772,26,802,50.1761327833843,17.8235428571429,14.9264914285714,90.809793385617,4.4304073752892,35,7,117.399668278918,1372.34248281384,17.9220793202518,16014.7335952101,"Daniel Boone","National Forest"
"231024",21,147,6,1,6,"21_147_6_1_6","21_147_6_1",504,10,11,319,5.56760031386191,-0.656059028990507,0.754709580222772,26,802,56.4549574454505,17.2915384615385,15.0993230769231,106.58813761863,4.17544954314474,39,7,123.092027020437,1942.94263206535,19.286983146127,24463.6294412066,"Daniel Boone","National Forest"
"231063",21,147,6,1,7,"21_147_6_1_7","21_147_6_1",504,10,11,317,5.53269372882203,-0.681998360062498,0.731353701619171,31,802,63.2504093406997,17.8451282051282,15.7245538461538,104.682278609176,4.29662647941119,39,7,127.525707933734,2113.31481197768,21.0621186930724,28163.7486319604,"Daniel Boone","National Forest"
"231102",21,147,6,1,8,"21_147_6_1_8","21_147_6_1",504,10,11,317,5.53269372882203,-0.681998360062498,0.731353701619171,31,802,74.5962741327511,18.7479459459459,17.3571243243243,104.20412345072,4.83451500553488,37,7,129.803443883435,2083.57300722041,22.830931919726,28567.6806642493,"Daniel Boone","National Forest"
"231140",21,147,7,1,5,"21_147_7_1_5","21_147_7_1",515,10,11,100,1.74532925199433,0.984807753012208,-0.17364817766693,47,802,92.2330955106805,22.9790625,18.964275,91.0523262906063,8.4966696280038,32,11,143.845427469906,1327.72977567793,26.4062986005274,21467.16813945,"Daniel Boone","National Forest"
"231172",21,147,7,1,6,"21_147_7_1_6","21_147_7_1",515,10,11,105,1.83259571459405,0.965925826289068,-0.258819045102521,47,802,120.508454256071,24.7508888888889,19.5664666666667,89.5707827498377,7.53618229924563,36,10,163.439871928486,1046.46902536782,32.1314918579065,20768.6311950897,"Daniel Boone","National Forest"
"231208",21,147,7,1,7,"21_147_7_1_7","21_147_7_1",515,10,11,109,1.90240888467382,0.945518575599317,-0.325568154457156,47,802,136.557275905475,26.2781142857143,21.4143771428571,90.2062366251998,7.63683807301892,35,10,169.608678303912,861.225943076855,34.4403650304907,18139.4093153196,"Daniel Boone","National Forest"
"231243",21,147,9,1,5,"21_147_9_1_5","21_147_9_1",506,10,11,96,1.67551608191456,0.994521895368273,-0.104528463267653,49,802,58.067118756183,18.5702222222222,16.8402,99.1032047726423,9.07851449653741,36,12,126.83835312712,2239.07428475411,24.0701267541201,29582.0039830653,"Daniel Boone","National Forest"
"231279",21,147,9,1,6,"21_147_9_1_6","21_147_9_1",506,10,11,85,1.48352986419518,0.996194698091746,0.0871557427476581,49,802,62.1978962197163,19.8504848484849,18.9899636363636,104.472551746395,8.89734619872151,33,12,128.429342612971,1853.71721779355,23.3496963727743,24985.6990817781,"Daniel Boone","National Forest"
"231312",21,147,9,1,7,"21_147_9_1_7","21_147_9_1",506,10,11,81,1.41371669411541,0.987688340595138,0.156434465040231,58,802,68.228233234158,20.0297142857143,18.7495542857143,103.187572595469,7.79615858024942,35,11,134.213465404929,1883.45902255082,24.8494412270386,27246.5039625855,"Daniel Boone","National Forest"
"231347",21,147,9,1,8,"21_147_9_1_8","21_147_9_1",506,10,11,81,1.41371669411541,0.987688340595138,0.156434465040231,56,802,83.3405437014293,22.1054705882353,21.2015294117647,102.929345798051,8.10424423147162,34,11,142.224350924868,1527.84376034753,27.6723591611668,24257.3880759648,"Daniel Boone","National Forest"
"231381",21,147,9,2,5,"21_147_9_2_5","21_147_9_2",520,10,11,75,1.30899693899575,0.965925826289068,0.258819045102521,29,802,2.47914990519769,12.0015,15.4686,132.856354965789,2.82842712474619,4,3,25.3682301314065,229.855789426864,1.1323142550824,229.394527289605,"Daniel Boone","National Forest"
"231385",21,147,9,2,6,"21_147_9_2_6","21_147_9_2",519,10,11,75,1.30899693899575,0.965925826289068,0.258819045102521,29,802,1.61275210112377,11.2395,11.6586,100.53961038961,4,4,4,24.5698231983871,229.855789426864,0.809503499624851,217.917742915078,"Daniel Boone","National Forest"
"231389",21,147,9,4,7,"21_147_9_4_7","21_147_9_4",519,10,11,92,1.60570291183478,0.999390827019096,-0.0348994967025007,32,802,1.6166876237985,12.446,10.9728,86.796785304248,3,3,3,24.2925472521924,214.98488704823,0.835116713899158,200.140080916441,"Daniel Boone","National Forest"
"231392",21,147,9,4,8,"21_147_9_4_8","21_147_9_4",520,10,11,92,1.60570291183478,0.999390827019096,-0.0348994967025007,27,802,2.28534397063998,11.2395,10.5918,107.730214309162,4,4,4,27.3766756930055,400.227969339191,1.19043062534083,451.383169630747,"Daniel Boone","National Forest"
"231396",21,147,10,1,5,"21_147_10_1_5","21_147_10_1",515,10,11,206,3.59537825910832,-0.438371146789077,-0.898794046299167,53,802,69.0936480033871,20.9513714285714,17.6087314285714,99.7336503231721,4.9852725818141,35,8,136.381917115137,861.225943076855,22.5046906963079,12783.3193406661,"Daniel Boone","National Forest"
"231431",21,147,10,1,6,"21_147_10_1_6","21_147_10_1",515,10,11,206,3.59537825910832,-0.438371146789077,-0.898794046299167,53,802,82.9152605382162,21.8933888888889,18.8722,96.4144128342819,4.87026968169717,36,8,144.491623328136,876.096845455489,25.3065677676859,14267.2899450969,"Daniel Boone","National Forest"
"231467",21,147,10,1,7,"21_147_10_1_7","21_147_10_1",515,10,11,212,3.70009801422798,-0.529919264233205,-0.848048096156426,53,802,74.0844095041564,22.3289090909091,16.8563636363636,84.3999839802504,4.71789429677001,33,8,140.585500859797,831.484138319586,24.0293375219311,12958.0725853232,"Daniel Boone","National Forest"
"231500",21,147,10,1,8,"21_147_10_1_8","21_147_10_1",515,10,11,206,3.59537825910832,-0.438371146789077,-0.898794046299167,53,802,62.406738524212,22.9593913043478,17.8904347826087,87.0193184399385,4.20059426801583,23,6,123.174811434806,682.775114533243,18.6952863117836,8606.11664070106,"Daniel Boone","National Forest"
"231523",21,147,10,2,8,"21_147_10_2_8","21_147_10_2",515,10,11,206,3.59537825910832,-0.438371146789077,-0.898794046299167,48,802,17.4970715991902,21.4206666666667,15.5786666666667,76.7222911223462,1.98127168926922,9,3,70.4423104958944,304.210301320036,6.2520496436607,1563.82703475456,"Daniel Boone","National Forest"
"231532",21,147,13,1,5,"21_147_13_1_5","21_147_13_1",503,10,11,345,6.02138591938044,-0.258819045102521,0.965925826289068,23,802,72.51242670624,20.7433333333333,19.3548,114.953667690486,5.22200086365759,24,8,120.12078671071,1379.13473656119,19.6860899684221,16696.8959790525,"Daniel Boone","National Forest"
"231556",21,147,13,1,6,"21_147_13_1_6","21_147_13_1",503,10,11,54,0.942477796076938,0.809016994374947,0.587785252292473,5,802,72.9059562102461,23.749,20.68068,103.749248342323,7.00650497165477,20,9,122.871433457903,808.534587309667,18.1764744291855,10151.0092171869,"Daniel Boone","National Forest"
"231576",21,147,13,1,7,"21_147_13_1_7","21_147_13_1",503,10,11,54,0.942477796076938,0.809016994374947,0.587785252292473,5,802,79.4612322060044,24.8652631578947,21.4803789473684,102.853506552948,7.09029637764609,19,9,125.46417353173,793.663684931033,19.1287432122592,10303.921959939,"Daniel Boone","National Forest"
"231595",21,147,13,1,8,"21_147_13_1_8","21_147_13_1",515,10,11,60,1.0471975511966,0.866025403784439,0.5,25,802,92.3012095519928,26.2509,22.12848,98.4602284126038,6.79213494288902,20,9,133.852216193831,638.16240739734,21.8038325614494,9191.93904984337,"Daniel Boone","National Forest"
"231615",21,147,14,2,5,"21_147_14_2_5","21_147_14_2",515,10,11,21,0.366519142918809,0.3583679495453,0.933580426497202,22,802,49.3394028106187,21.40712,18.129504,90.3060749777921,4.37545192721572,25,7,119.447804148925,882.889099202839,19.1231340278549,10593.0007493278,"Daniel Boone","National Forest"
"231641",21,147,14,3,6,"21_147_14_3_6","21_147_14_3",801,10,11,141,2.460914245312,0.629320391049838,-0.777145961456971,35,802,45.1187100648859,21.87575,17.3355,86.0573139364424,4.58881076175951,24,7,118.969923341994,527.27383699955,16.7248608918567,6285.71642059427,"Daniel Boone","National Forest"
"231667",21,147,14,3,7,"21_147_14_3_7","21_147_14_3",801,10,11,130,2.26892802759263,0.766044443118978,-0.642787609686539,28,802,50.1783616160202,22.3031538461538,16.5295384615385,80.9692634215185,4.64185553234835,26,7,126.153134451745,727.387821669146,19.8060035733991,9526.84882304999,"Daniel Boone","National Forest"
"231693",21,147,14,3,8,"21_147_14_3_8","21_147_14_3",801,10,11,140,2.44346095279206,0.642787609686539,-0.766044443118978,32,802,54.2574803980821,23.622,17.2593,79.3635601652913,4.75481653454969,24,7,128.752697711543,697.646016911877,20.0585102772945,9441.38973561443,"Daniel Boone","National Forest"
"231718",21,147,16,1,5,"21_147_16_1_5","21_147_16_1",503,10,11,255,4.45058959258554,-0.965925826289068,-0.258819045102521,20,802,60.3334794553868,18.9088888888889,16.4253333333333,93.0340625050239,11.0629899649987,27,13,111.303020264501,1423.74744369709,19.2900084968598,15251.7084856912,"Daniel Boone","National Forest"
"231745",21,147,16,1,6,"21_147_16_1_6","21_147_16_1",503,10,11,245,4.27605666738611,-0.90630778703665,-0.4226182617407,28,802,80.4927105530053,19.1186486486486,16.0473081081081,91.1635177783594,9.91048587786723,37,14,133.500863233164,1913.20082730809,26.8011942873458,27441.2811534193,"Daniel Boone","National Forest"
"231782",21,147,16,1,7,"21_147_16_1_7","21_147_16_1",503,10,11,245,4.27605666738611,-0.90630778703665,-0.4226182617407,28,802,78.3863664838088,19.3392777777778,15.0283333333333,82.4807393320472,8.59847699253981,36,13,131.266403790155,1727.95774501712,26.494388755873,24121.8998877546,"Daniel Boone","National Forest"
"231818",21,147,16,1,8,"21_147_16_1_8","21_147_16_1",503,10,11,240,4.18879020478639,-0.866025403784438,-0.5,33,802,89.2945743802903,19.5459047619048,16.5172571428571,90.8462660978691,6.60605440204849,42,10,141.13580339517,1817.18315928893,29.7482431559935,28497.600490392,"Daniel Boone","National Forest"
"231860",21,147,17,1,5,"21_147_17_1_5","21_147_17_1",516,10,11,38,0.663225115757845,0.615661475325658,0.788010753606722,24,802,28.8700962989634,8.64446666666667,10.5156,157.283432271445,5.71152339736107,30,6,64.5014983701929,4364.68720934255,14.323914529403,19478.4567424665,"Daniel Boone","National Forest"
"231891",21,147,17,1,6,"21_147_17_1_6","21_147_17_1",506,10,11,38,0.663225115757845,0.615661475325658,0.788010753606722,26,802,51.7920977897922,12.7668421052632,14.2694526315789,129.652802969033,5.95530039237256,38,7,94.0623423055157,3631.79352880999,21.4341927395603,29695.8237499121,"Daniel Boone","National Forest"
"231929",21,147,17,1,7,"21_147_17_1_7","21_147_17_1",506,10,11,38,0.663225115757845,0.615661475325658,0.788010753606722,26,802,56.951413010794,13.8258378378378,16.3850594594595,137.526098670782,5.937540499184,37,7,99.1361707148304,3105.80608669438,21.0692092181508,27629.2315218823,"Daniel Boone","National Forest"
"231966",21,147,17,1,8,"21_147_17_1_8","21_147_17_1",506,10,11,43,0.750491578357562,0.681998360062498,0.731353701619171,30,802,84.7456513559,16.2447111111111,17.43456,120.994235723256,7.30438082728602,45,10,126.154924374754,3054.40112581112,28.8923869010587,40005.4545323791,"Daniel Boone","National Forest"
"232011",21,147,17,2,5,"21_147_17_2_5","21_147_17_2",504,10,11,285,4.97418836818384,-0.965925826289068,0.258819045102521,19,802,14.4473483222401,15.9737777777778,15.2061333333333,123.341450295227,3.68066117720662,9,5,57.0726187238679,644.95466114469,4.26265643391631,2365.0356410756,"Daniel Boone","National Forest"
"232020",21,147,17,2,6,"21_147_17_2_6","21_147_17_2",504,10,11,295,5.14872129338327,-0.90630778703665,0.4226182617407,19,802,17.6049395932003,17.36725,15.6591,109.502687940479,3.36358566101486,8,4,57.8467922360436,630.083758766056,5.57513377766558,2361.01320620687,"Daniel Boone","National Forest"
"232028",21,147,17,2,7,"21_147_17_2_7","21_147_17_2",504,10,11,295,5.14872129338327,-0.90630778703665,0.4226182617407,19,802,20.1744903740365,19.33575,16.9926,98.9786513486514,2.92572655996732,8,4,61.3571686765287,459.711578853729,6.19938537495759,1893.4382725952,"Daniel Boone","National Forest"
"232036",21,147,19,1,5,"21_147_19_1_5","21_147_19_1",503,10,11,5,0.0872664625997165,0.0871557427476582,0.996194698091746,24,802,16.7167313138265,17.018,13.4547428571429,80.3436411987702,5.32875891791554,14,6,67.8384501002197,548.936993125534,6.65248641086062,2656.33736220914,"Daniel Boone","National Forest"
