"","X","STATECD","COUNTYCD","PLOT","CONDID","CYCLE","uniq_obs_unit_id","uniq_spl_unit_id","fortypcd","owngrpcd","owncd","aspect","aspect_rad","aspect_sin","aspect_cos","slope","adforcd","cpa","mean_dia","mean_actualht","mean_HD","diversity","num_trees","num_species","qmd","tph","baph","ownership","nf_np","exp_dia"
"214",140983,13,111,72,1,11,"13_111_72_1_11","13_111_72_1","502",10,11,63,1.09955742875643,0.891006524188368,0.453990499739547,40,803,72.267813385639,23.9091304347826,19.6132173913043,92.6535524671967,5.89719514793053,23,8,26.5669387577214,512.402934620916,19.0457798710531,"Chattahoochee-Oconee","National Forest",24188192426.5907
"215",141006,13,111,73,1,11,"13_111_73_1_11","13_111_73_1","103",10,11,194,3.385938748869,-0.241921895599668,-0.970295726275996,48,803,69.796851556749,23.4852307692308,18.8663384615385,85.4194378783815,3.47196117533613,39,7,24.6821067005936,750.337372679065,29.4200667133023,"Chattahoochee-Oconee","National Forest",15830919091.0171
"216",141045,13,111,73,2,11,"13_111_73_2_11","13_111_73_2","401",10,11,198,3.45575191894877,-0.309016994374948,-0.951056516295154,38,803,3.36507578432201,34.798,21.6408,62.1897810218978,1,1,1,34.798,14.8709023786343,1.41424130050527,"Chattahoochee-Oconee","National Forest",1295923547533463
"217",141046,13,111,74,1,10,"13_111_74_1_10","13_111_74_1","515",10,11,130,2.26892802759263,0.766044443118978,-0.642787609686539,8,803,113.95713301068,20.8589756097561,16.2361756097561,88.6804604666197,6.90106055366366,41,9,24.3167612072364,2313.42879664728,36.0157692755841,"Chattahoochee-Oconee","National Forest",1145349433.80466
"218",141087,13,111,74,1,11,"13_111_74_1_11","13_111_74_1","510",10,11,145,2.53072741539178,0.573576436351046,-0.819152044288992,6,803,118.448035298077,23.9558285714286,18.1225371428571,85.855393571486,6.14463233930919,35,8,27.1578488712616,1372.34248281384,35.6092027733448,"Chattahoochee-Oconee","National Forest",25344525103.9786
"219",141122,13,111,75,1,11,"13_111_75_1_11","13_111_75_1","515",10,11,230,4.01425727958696,-0.766044443118978,-0.642787609686539,68,803,78.8029638656309,21.8920540540541,16.7228108108108,87.1437465958223,4.58972532896556,37,8,24.679366777544,1913.20082730809,29.3396262484318,"Chattahoochee-Oconee","National Forest",3218090647.63037
"220",141159,13,111,75,1,12,"13_111_75_1_12","13_111_75_1","515",10,11,230,4.01425727958696,-0.766044443118978,-0.642787609686539,58,803,97.8415653437981,23.8279459459459,18.3703783783784,91.5903329946852,4.87740428580701,37,9,26.8256723126752,1742.82864739576,33.6694850592477,"Chattahoochee-Oconee","National Forest",22302083598.2295
"221",141196,13,111,76,1,10,"13_111_76_1_10","13_111_76_1","103",10,11,91,1.58824961931484,0.999847695156391,-0.0174524064372835,33,803,70.2055564745438,20.0871666666667,19.4818,113.174176736733,3.57963516844835,48,6,22.0034601256257,1565.66421373608,30.4213095717079,"Chattahoochee-Oconee","National Forest",529353318.988871
"222",141244,13,111,76,1,11,"13_111_76_1_11","13_111_76_1","103",10,11,91,1.58824961931484,0.999847695156391,-0.0174524064372835,33,803,86.5926728679589,23.5786341463415,23.1276292682927,109.940219310211,3.5087455013821,41,5,25.5926808820746,950.451357348661,33.1595117764971,"Chattahoochee-Oconee","National Forest",17380837554.6958
"223",141285,13,111,76,2,10,"13_111_76_2_10","13_111_76_2","515",10,11,6,0.10471975511966,0.104528463267653,0.994521895368273,52,803,40.7507698713993,35.2636666666667,22.0472,72.3239537959767,2.74945927399721,6,3,38.9166076030958,89.2254142718058,10.6129507664163,"Chattahoochee-Oconee","National Forest",2064504553078111
"224",141291,13,111,76,2,11,"13_111_76_2_11","13_111_76_2","103",10,11,6,0.10471975511966,0.104528463267653,0.994521895368273,52,803,3.14682919330121,20.6586666666667,19.6088,96.0479844111558,1.88988157484231,3,2,20.8135396957525,44.6127071359029,1.51784734175386,"Chattahoochee-Oconee","National Forest",937443143.153421
"225",141294,13,111,77,1,10,"13_111_77_1_10","13_111_77_1","502",10,11,240,4.18879020478639,-0.866025403784438,-0.5,42,803,115.416728226261,22.2714634146341,17.3512975609756,87.217467600508,4.66658378314574,41,8,25.0761295862099,1291.19571717331,34.0514293297226,"Chattahoochee-Oconee","National Forest",4702985772.15214
"226",141335,13,111,77,1,11,"13_111_77_1_11","13_111_77_1","515",10,11,240,4.18879020478639,-0.866025403784438,-0.5,42,803,119.11964433305,23.3336756756757,18.8234594594595,88.982250079226,4.76545879128786,37,8,26.2247748574573,890.967747834123,32.3471880446628,"Chattahoochee-Oconee","National Forest",13604625411.8088
"227",141372,13,111,78,1,11,"13_111_78_1_11","13_111_78_1","401",10,11,210,3.66519142918809,-0.5,-0.866025403784439,74,803,139.024182327347,22.5391578947368,18.3147368421053,94.5692772199933,10.7066691460101,57,12,25.6913646602368,1699.50233514379,46.3161177901484,"Chattahoochee-Oconee","National Forest",6146556816.45032
"228",141429,13,111,78,1,12,"13_111_78_1_12","13_111_78_1","401",10,11,115,2.00712863979348,0.90630778703665,-0.422618261740699,73,803,146.0890714958,23.64232,19.007328,90.8804498686324,9.83449989881226,50,12,27.0987408770223,1425.03383858102,43.8600192903436,"Chattahoochee-Oconee","National Forest",18523758716.0069
"229",141479,13,111,79,1,10,"13_111_79_1_10","13_111_79_1","503",10,11,125,2.18166156499291,0.819152044288992,-0.573576436351046,28,803,79.9205173365263,22.4648888888889,16.1002133333333,75.7854845480107,7.69828857394902,45,11,23.8615843005726,669.190607038543,29.9244387065194,"Chattahoochee-Oconee","National Forest",5706598015.29184
"230",141525,13,111,79,1,11,"13_111_79_1_11","13_111_79_1","503",10,11,125,2.18166156499291,0.819152044288992,-0.573576436351046,28,803,92.7735591900581,23.9882325581395,17.2318325581395,76.4302951017443,7.04529500531555,43,10,25.5204236004065,639.448802281275,32.7083895472551,"Chattahoochee-Oconee","National Forest",26179239762.4612
"231",141569,13,111,79,1,12,"13_111_79_1_12","13_111_79_1","503",10,11,125,2.18166156499291,0.819152044288992,-0.573576436351046,28,803,104.045434381854,24.5848372093023,17.990288372093,77.5579154813628,7.04529500531555,43,10,26.2013407077524,639.448802281275,34.4770765336028,"Chattahoochee-Oconee","National Forest",47539995741.5496
"232",141613,13,111,80,2,10,"13_111_80_2_10","13_111_80_2","505",10,11,322,5.61996019142174,-0.615661475325659,0.788010753606722,22,803,60.9433748552127,26.4757647058824,17.5528941176471,71.1158324773226,7.91305159872434,17,9,29.3356901923037,423.17752034911,17.3982713550275,"Chattahoochee-Oconee","National Forest",314976763341.856
"233",141630,13,111,80,2,11,"13_111_80_2_11","13_111_80_2","505",10,11,322,5.61996019142174,-0.615661475325659,0.788010753606722,22,803,68.2565380375938,23.9122857142857,16.4156571428571,78.749226224299,8.82514026324954,21,10,27.7325663435608,823.405489688302,19.9249713297294,"Chattahoochee-Oconee","National Forest",24264633467.3768
"234",141651,13,111,80,2,12,"13_111_80_2_12","13_111_80_2","506",10,11,322,5.61996019142174,-0.615661475325659,0.788010753606722,22,803,71.5238466408513,24.0260909090909,16.2375272727273,75.6706183810391,8.68230563521013,22,10,27.7924056173625,838.276392066936,21.3954692659907,"Chattahoochee-Oconee","National Forest",27189342377.0208
"235",141673,13,111,81,1,10,"13_111_81_1_10","13_111_81_1","506",10,11,235,4.10152374218667,-0.819152044288992,-0.573576436351046,40,803,198.747045538157,34.41192,22.591776,76.1241928592207,6.86228274647954,25,8,39.4833012257081,712.516919290512,46.7411091327782,"Chattahoochee-Oconee","National Forest",880860159516740
"236",141698,13,111,81,1,11,"13_111_81_1_11","13_111_81_1","506",10,11,235,4.10152374218667,-0.819152044288992,-0.573576436351046,40,803,219.809681302518,34.8663846153846,23.1296307692308,76.6662545657329,6.71651473029483,26,8,40.1860344608958,727.387821669146,50.5027568552789,"Chattahoochee-Oconee","National Forest",1387645214795209
"237",141724,13,111,81,1,12,"13_111_81_1_12","13_111_81_1","506",10,11,233,4.06661715714679,-0.798635510047293,-0.601815023152048,40,803,236.015872549925,37.5390833333333,24.7142,75.0327713148117,5.99722589864993,24,7,42.5605088648307,697.646016911877,52.4528659490961,"Chattahoochee-Oconee","National Forest",20091702892446312
"238",141748,13,111,81,2,10,"13_111_81_2_10","13_111_81_2","506",10,11,315,5.49778714378214,-0.707106781186548,0.707106781186547,30,803,0.247461607415133,13.208,14.0208,106.153846153846,1,1,1,13.208,14.8709023786343,0.203745989480859,"Chattahoochee-Oconee","National Forest",544705.194626169
"239",141749,13,111,81,2,11,"13_111_81_2_11","13_111_81_2","506",10,11,315,5.49778714378214,-0.707106781186548,0.707106781186547,30,803,1.2755259272877,14.478,16.4592,114.477272727273,1.88988157484231,3,2,14.5358143906697,44.6127071359029,0.740312258376274,"Chattahoochee-Oconee","National Forest",1939614.88801295
"240",141752,13,111,81,2,12,"13_111_81_2_12","13_111_81_2","506",10,11,315,5.49778714378214,-0.707106781186548,0.707106781186547,30,803,1.68992958165443,16.1713333333333,16.6624,103.464144551101,1.88988157484231,3,2,16.2328324494936,44.6127071359029,0.923261689759235,"Chattahoochee-Oconee","National Forest",10546802.9424792
"241",141755,13,111,82,1,11,"13_111_82_1_11","13_111_82_1","511",10,11,338,5.89921287174083,-0.374606593415912,0.927183854566787,41,803,167.684393519534,29.7705517241379,25.0041103448276,103.789345126605,5.14243156711378,29,8,35.4192393870707,1283.11706854203,45.8347431125248,"Chattahoochee-Oconee","National Forest",8495448998826.33
"242",141784,13,111,82,1,12,"13_111_82_1_12","13_111_82_1","511",10,11,338,5.89921287174083,-0.374606593415912,0.927183854566787,41,803,179.905058762982,30.3836551724138,26.2443310344828,105.822302752391,5.25983728074971,29,8,36.0108077397462,1112.7448886297,47.2029198410658,"Chattahoochee-Oconee","National Forest",15683889774100.6
"243",141813,13,111,83,1,10,"13_111_83_1_10","13_111_83_1","103",10,11,330,5.75958653158129,-0.5,0.866025403784438,18,803,84.1164461647573,23.6837837837838,17.9172972972973,88.0210595033822,5.41639806516506,37,10,26.7002209728684,1231.71210765878,31.9626962146176,"Chattahoochee-Oconee","National Forest",19307969667.9116
"244",141850,13,111,83,1,11,"13_111_83_1_11","13_111_83_1","103",10,11,330,5.75958653158129,-0.5,0.866025403784438,18,803,106.462246907781,25.6751666666667,20.1760666666667,91.5955734506634,5.82238052293969,36,10,29.1546995849535,1046.46902536782,36.7621890030768,"Chattahoochee-Oconee","National Forest",141443568693.751
"245",141886,13,111,83,1,12,"13_111_83_1_12","13_111_83_1","103",10,11,330,5.75958653158129,-0.5,0.866025403784438,18,803,120.880648940292,27.4102285714286,20.84832,88.0877396025097,5.83287421188648,35,10,31.0498915884926,1031.59812298918,40.5241777485708,"Chattahoochee-Oconee","National Forest",801883018078.253
"246",141921,13,111,84,1,10,"13_111_84_1_10","13_111_84_1","506",10,11,0,0,0,1,4,803,55.4518774026601,22.4421290322581,19.9889806451613,95.7455738646616,7.90410582472551,31,10,24.0411736898825,460.997973737663,20.9260844869212,"Chattahoochee-Oconee","National Forest",5578183553.28146
"247",141952,13,111,84,1,11,"13_111_84_1_11","13_111_84_1","506",10,11,0,0,0,1,4,803,59.2504980425864,22.51075,19.897725,94.3856592890744,8.06513312310519,32,10,24.0838347860136,475.868876116298,21.6778499222209,"Chattahoochee-Oconee","National Forest",5974402919.62024
"248",141984,13,111,85,1,11,"13_111_85_1_11","13_111_85_1","511",10,11,114,1.98967534727354,0.913545457642601,-0.4067366430758,36,803,49.0840991550992,17.5692340425532,18.3917617021277,111.340191398484,4.22463473649266,47,9,19.1261558616088,1891.5376711821,24.5035729366187,"Chattahoochee-Oconee","National Forest",42679703.7230998
"249",142031,13,111,85,1,12,"13_111_85_1_12","13_111_85_1","511",10,11,114,1.98967534727354,0.913545457642601,-0.4067366430758,36,803,65.241493904383,19.192875,20.1168,111.461353613567,4.37825751041462,48,9,21.0572166073771,1736.03639364841,29.0486859367372,"Chattahoochee-Oconee","National Forest",216451053.713143
"250",142079,13,111,86,1,10,"13_111_86_1_10","13_111_86_1","515",10,11,88,1.53588974175501,0.999390827019096,0.0348994967025011,7,803,95.4247256600483,20.9109387755102,16.5462857142857,87.4686566292265,5.79626699289481,49,7,22.8189545343518,1410.16293620239,32.9128505880826,"Chattahoochee-Oconee","National Forest",1206438871.18677
"251",142128,13,111,86,1,11,"13_111_86_1_11","13_111_86_1","515",10,11,88,1.53588974175501,0.999390827019096,0.0348994967025011,7,803,104.222379137186,21.8232653061224,16.8635265306122,84.4687041459908,5.83216586042274,49,7,23.9847199045134,1239.79075629006,33.9393427790188,"Chattahoochee-Oconee","National Forest",3004164429.2634
"252",142177,13,111,86,1,12,"13_111_86_1_12","13_111_86_1","515",10,11,88,1.53588974175501,0.999390827019096,0.0348994967025011,7,803,114.9601159415,22.8655217391304,18.3741391304348,87.6168529562861,5.88045926504231,46,7,25.1476453128838,1195.17804915416,35.0417546013442,"Chattahoochee-Oconee","National Forest",8518633172.28929
"253",142223,13,111,87,1,11,"13_111_87_1_11","13_111_87_1","506",10,11,272,4.74729556542458,-0.999390827019096,0.0348994967025013,31,803,142.959598843386,34.1327619047619,25.4,83.7797678287386,5.22597425922835,21,8,38.0411717259828,482.661129863647,37.1642227099313,"Chattahoochee-Oconee","National Forest",666300512561373
"254",142244,13,111,87,1,12,"13_111_87_1_12","13_111_87_1","506",10,11,280,4.88692190558412,-0.984807753012208,0.17364817766693,36,803,145.046471964277,35.6164444444444,26.0265333333333,84.0876136317768,5.00054287714709,18,7,40.1520006420048,438.048422727744,35.799312365981,"Chattahoochee-Oconee","National Forest",2937820704566690
"255",142262,13,111,88,1,10,"13_111_88_1_10","13_111_88_1","506",10,11,77,1.34390352403563,0.974370064785235,0.224951054343865,29,803,64.684970148957,23.368,22.1361,110.830403643368,7.74260762017654,16,9,27.5743586235473,919.423157707457,17.8151373686198,"Chattahoochee-Oconee","National Forest",14079701680.6779
"256",142278,13,111,88,1,11,"13_111_88_1_11","13_111_88_1","506",10,11,77,1.34390352403563,0.974370064785235,0.224951054343865,29,803,69.3380620453378,24.1130666666667,24.16048,119.771682857178,8.03467087945045,15,9,28.6788384423079,904.552255328823,18.0526883260905,"Chattahoochee-Oconee","National Forest",29660044282.7246
"257",142293,13,111,88,1,12,"13_111_88_1_12","13_111_88_1","506",10,11,77,1.34390352403563,0.974370064785235,0.224951054343865,29,803,66.7868137082956,23.876,22.86,113.696083818784,8.2200585608369,14,9,28.6846546830481,889.681352950189,17.1614352025722,"Chattahoochee-Oconee","National Forest",23399956492.1849
"258",142307,13,111,88,2,10,"13_111_88_2_10","13_111_88_2","511",10,11,60,1.0471975511966,0.866025403784439,0.5,53,803,15.1316808488704,13.5128,17.65808,143.269610742238,1.62432783677561,15,3,14.9055660655117,1245.29661515348,10.3762492878012,"Chattahoochee-Oconee","National Forest",738812.908938201
"259",142322,13,111,88,2,11,"13_111_88_2_11","13_111_88_2","511",10,11,60,1.0471975511966,0.866025403784439,0.5,53,803,14.5862349894578,15.2762857142857,19.8337714285714,139.653570509665,1.66385524109861,14,3,16.5250656536409,889.681352950189,9.19663247416499,"Chattahoochee-Oconee","National Forest",4309298.61408292
"260",142336,13,111,88,2,12,"13_111_88_2_12","13_111_88_2","511",10,11,60,1.0471975511966,0.866025403784439,0.5,53,803,15.8458678424831,16.129,21.5319428571429,141.120071003089,1.66385524109861,14,3,17.1438576338999,719.309173037861,9.33873836799405,"Chattahoochee-Oconee","National Forest",10109640.181427
"261",142350,13,111,89,1,10,"13_111_89_1_10","13_111_89_1","515",10,11,35,0.610865238198015,0.573576436351046,0.819152044288992,32,803,130.589242531296,24.7015,16.6539333333333,74.4828909958989,5.92376578863809,36,7,27.9645874137671,1046.46902536782,34.6274339753148,"Chattahoochee-Oconee","National Forest",53422615259.9751
"262",142386,13,111,89,1,11,"13_111_89_1_11","13_111_89_1","515",10,11,35,0.610865238198015,0.573576436351046,0.819152044288992,32,803,95.9708858981127,24.3767428571429,17.4432685714286,79.8194766022593,6.56546634514331,35,8,26.8955383256884,1201.97030290151,32.2058744889481,"Chattahoochee-Oconee","National Forest",38608676082.7233
"263",142422,13,111,89,1,12,"13_111_89_1_12","13_111_89_1","515",10,11,35,0.610865238198015,0.573576436351046,0.819152044288992,32,803,102.097743193476,25.2476,17.86128,78.392109560254,6.56546634514331,35,8,27.7945776561853,1031.59812298918,33.752183455059,"Chattahoochee-Oconee","National Forest",92234492245.882
"264",142458,13,111,90,1,11,"13_111_90_1_11","13_111_90_1","515",10,11,244,4.25860337486616,-0.898794046299167,-0.438371146789078,32,803,111.414704808591,24.9790857142857,19.1849828571429,84.0460433792181,7.64845890859023,35,10,28.0965794359385,1031.59812298918,33.7247894509342,"Chattahoochee-Oconee","National Forest",70514606823.2125
"265",142493,13,111,90,1,12,"13_111_90_1_12","13_111_90_1","515",10,11,244,4.25860337486616,-0.898794046299167,-0.438371146789078,32,803,116.813231757737,26.0850303030303,20.0890909090909,83.1057618204046,7.45972150069297,33,10,29.2025028586955,831.484138319586,34.3671690703797,"Chattahoochee-Oconee","National Forest",213100623740.206
"266",142527,13,111,91,1,10,"13_111_91_1_10","13_111_91_1","515",10,11,155,2.70526034059121,0.422618261740699,-0.90630778703665,52,803,112.566712512508,23.5217368421053,18.6810315789474,91.0473640825674,5.92833761853473,38,10,27.1965158275448,905.838650212758,33.262486538538,"Chattahoochee-Oconee","National Forest",16419522203.582
"267",142565,13,111,91,1,11,"13_111_91_1_11","13_111_91_1","515",10,11,145,2.53072741539178,0.573576436351046,-0.819152044288992,48,803,118.599808393853,24.4811176470588,18.6824470588235,88.4408695060778,5.3877488706501,34,9,28.8916749397388,1016.72722061055,33.7137888545188,"Chattahoochee-Oconee","National Forest",42856263630.9403
"268",142599,13,111,91,2,12,"13_111_91_2_12","13_111_91_2","515",10,11,180,3.14159265358979,1.22460635382238e-16,-1,70,803,83.9492990932312,23.4906206896552,18.4456551724138,87.4965546467501,4.87516611174279,29,9,27.0544024895943,772.000528805049,25.0842126838777,"Chattahoochee-Oconee","National Forest",15916476852.7968
"269",142629,13,111,92,1,10,"13_111_92_1_10","13_111_92_1","401",10,11,240,4.18879020478639,-0.866025403784438,-0.5,20,803,103.882980194113,22.8655217391304,18.4404,91.8966567755405,11.0839447683536,46,14,25.9582154022492,1195.17804915416,37.6548933504231,"Chattahoochee-Oconee","National Forest",8518633172.28929
"270",142676,13,111,92,1,11,"13_111_92_1_11","13_111_92_1","401",10,11,240,4.18879020478639,-0.866025403784438,-0.5,20,803,124.710860093584,23.8152608695652,19.368052173913,92.0303030152068,11.2173510339906,46,15,27.3248581984467,1365.55022906649,42.7911661269748,"Chattahoochee-Oconee","National Forest",22020966728.3803
"271",142723,13,111,93,1,11,"13_111_93_1_11","13_111_93_1","510",10,11,67,1.1693705988362,0.92050485345244,0.390731128489274,44,803,112.826760177136,22.5469302325581,19.5780837209302,92.2479840703202,4.95909880500424,43,6,24.3513359224767,980.193162105929,32.0800303197207,"Chattahoochee-Oconee","National Forest",6194516068.78944
"272",142766,13,111,93,1,12,"13_111_93_1_12","13_111_93_1","510",10,11,67,1.1693705988362,0.92050485345244,0.390731128489274,44,803,126.989393190864,24.2797948717949,21.5704615384615,94.3002449572107,4.34068976141353,39,5,26.1281810292534,750.337372679065,32.6917015832643,"Chattahoochee-Oconee","National Forest",35041358484.3948
"273",142805,13,111,94,1,10,"13_111_94_1_10","13_111_94_1","503",10,11,306,5.34070751110265,-0.809016994374948,0.587785252292473,20,803,98.0987618206106,23.032064516129,16.2232258064516,84.757589913256,8.4720554884712,31,10,27.3334625097918,1653.60323312395,30.1309073369792,"Chattahoochee-Oconee","National Forest",10062329305.6042
"274",142836,13,111,94,1,11,"13_111_94_1_11","13_111_94_1","503",10,11,302,5.27089434102288,-0.848048096156426,0.529919264233205,16,803,107.525680428035,27.3147692307692,19.3313538461538,78.5405679742159,6.48998197596814,26,8,30.533846027495,557.015641756819,28.8943129682374,"Chattahoochee-Oconee","National Forest",728875834037.905
"275",142862,13,111,95,1,10,"13_111_95_1_10","13_111_95_1","401",10,11,240,4.18879020478639,-0.866025403784438,-0.5,42,803,142.439210676199,24.1838787878788,19.2578181818182,90.0076776339428,7.93151828575841,33,10,29.000796820819,1512.97285796889,38.1472776855814,"Chattahoochee-Oconee","National Forest",31836484738.2693
"276",142895,13,111,95,1,11,"13_111_95_1_11","13_111_95_1","401",10,11,240,4.18879020478639,-0.866025403784438,-0.5,42,803,140.807391448934,27.71648,20.23872,82.0924590873271,7.08367710641402,25,9,32.8553884579075,882.889099202839,34.3018546283429,"Chattahoochee-Oconee","National Forest",1089216776264.24
"277",142920,13,111,95,1,12,"13_111_95_1_12","13_111_95_1","401",10,11,240,4.18879020478639,-0.866025403784438,-0.5,42,803,140.703229474086,27.9620869565217,20.0240347826087,82.7174156710786,7.71056991805169,23,10,33.6851685128504,1023.5194743579,33.4974783230847,"Chattahoochee-Oconee","National Forest",1392451469120.79
"278",142943,13,111,96,1,10,"13_111_96_1_10","13_111_96_1","401",10,11,230,4.01425727958696,-0.766044443118978,-0.642787609686539,44,803,40.9983582551966,16.0888947368421,12.7213894736842,97.1982688344872,4.60243278166997,38,7,18.9409132803763,2268.81608951137,18.9694237534999,"Chattahoochee-Oconee","National Forest",9712213.12791185
"279",142982,13,111,96,1,11,"13_111_96_1_11","13_111_96_1","401",10,11,221,3.85717764690747,-0.656059028990507,-0.754709580222772,46,803,55.106107067776,17.5850697674419,14.0775069767442,92.8343627092777,4.82097272985234,43,8,20.1222990017612,2172.79842149222,23.9319608685775,"Chattahoochee-Oconee","National Forest",43360947.5280856
"280",143025,13,111,96,1,12,"13_111_96_1_12","13_111_96_1","401",10,11,221,3.85717764690747,-0.656059028990507,-0.754709580222772,46,803,60.5680893998351,19.3349756097561,16.3551219512195,94.641334823996,5.32180588022012,41,8,21.4661798048613,1461.56789708564,24.4184817459129,"Chattahoochee-Oconee","National Forest",249501531.086461
"281",143066,13,111,96,2,10,"13_111_96_2_10","13_111_96_2","502",10,11,220,3.83972435438753,-0.642787609686539,-0.766044443118978,46,803,20.2421290098797,17.8492727272727,16.2098181818182,98.0134619335296,2.90690667867388,11,3,21.093125213508,674.696465901959,6.24600836208113,"Chattahoochee-Oconee","National Forest",56472972.9766258
"282",143077,13,111,96,2,11,"13_111_96_2_11","13_111_96_2","502",10,11,217,3.78736447682769,-0.601815023152048,-0.798635510047293,47,803,18.5743358268993,21.463,17.2212,82.864273742336,2.6493511285621,8,3,23.9154859662103,289.339398941401,5.62365953882592,"Chattahoochee-Oconee","National Forest",2095378411.44989
"283",143085,13,111,96,2,12,"13_111_96_2_12","13_111_96_2","502",10,11,217,3.78736447682769,-0.601815023152048,-0.798635510047293,47,803,18.8391680963598,22.606,18.4186285714286,83.9625912822476,2.7298385631036,7,3,25.2148120527824,274.468496562767,5.47755618320336,"Chattahoochee-Oconee","National Forest",6571447731.24382
"284",143092,13,111,97,1,10,"13_111_97_1_10","13_111_97_1","163",10,11,132,2.30383461263252,0.743144825477394,-0.669130606358858,28,803,68.1482484506219,19.1951428571429,15.3395265306122,85.8842850026225,8.61198163932986,49,10,20.997079025232,1750.90729602704,27.4837902188732,"Chattahoochee-Oconee","National Forest",216942490.825348
"285",143141,13,111,97,1,11,"13_111_97_1_11","13_111_97_1","404",10,11,132,2.30383461263252,0.743144825477394,-0.669130606358858,28,803,55.6503672175225,20.2197368421053,16.1223157894737,84.2437916057026,7.72227692718984,38,9,21.6004955912931,905.838650212758,21.7131220397296,"Chattahoochee-Oconee","National Forest",604393988.511827
"286",143179,13,111,97,1,12,"13_111_97_1_12","13_111_97_1","405",10,11,132,2.30383461263252,0.743144825477394,-0.669130606358858,28,803,30.7320658479065,18.9132307692308,15.2048307692308,83.3233963035807,7.46773621324554,26,10,19.8984818593704,557.015641756819,12.3687302611148,"Chattahoochee-Oconee","National Forest",163648397.926601
"287",143205,13,111,98,1,10,"13_111_98_1_10","13_111_98_1","502",10,11,195,3.40339204138894,-0.25881904510252,-0.965925826289068,35,803,156.875039021448,27.7185641025641,20.0152,78.9541886009158,4.42836831868878,39,10,30.7252521985852,920.709552591392,45.4320145586214,"Chattahoochee-Oconee","National Forest",1091489182882.22
"288",143244,13,111,98,1,11,"13_111_98_1_11","13_111_98_1","502",10,11,185,3.22885911618951,-0.0871557427476579,-0.996194698091746,35,803,145.973464998903,28.7161111111111,20.4046666666667,75.7625678983139,4.78569369284597,36,10,31.1626820590127,705.724665543162,42.1437513052087,"Chattahoochee-Oconee","National Forest",2959706166051.04
"289",143280,13,111,99,1,10,"13_111_99_1_10","13_111_99_1","506",10,11,248,4.32841654494594,-0.927183854566787,-0.374606593415912,22,803,27.8810386440311,23.3045,19.6088,94.3197263068244,4.55901411390956,12,5,25.758885424904,348.823008455939,9.64460719983462,"Chattahoochee-Oconee","National Forest",13213435634.7903
"290",143292,13,111,99,1,11,"13_111_99_1_11","13_111_99_1","506",10,11,244,4.25860337486616,-0.898794046299167,-0.438371146789078,20,803,29.9256712539674,25.9310909090909,22.7214545454545,98.3890435159931,4.34115281760506,11,5,27.7397559863424,163.579926164977,9.88582473147163,"Chattahoochee-Oconee","National Forest",182696274558.532
"291",143303,13,111,99,2,10,"13_111_99_2_10","13_111_99_2","103",10,11,182,3.17649923862968,-0.0348994967025009,-0.999390827019096,28,803,110.464304752077,31.3574545454545,24.4255636363636,86.8699788951484,5.72004953749013,22,7,35.8826337839452,497.532032242282,33.6226444775742,"Chattahoochee-Oconee","National Forest",41530721460579.6
"292",143325,13,111,99,2,11,"13_111_99_2_11","13_111_99_2","103",10,11,214,3.73500459926787,-0.559192903470747,-0.829037572555042,24,803,119.009701787823,35.4263157894737,26.8705263157895,85.05587386454,4.29581967377524,19,5,39.4943025817782,282.547145194052,34.6128569600246,"Chattahoochee-Oconee","National Forest",2429145123830027
"293",143344,13,111,100,1,10,"13_111_100_1_10","13_111_100_1","515",10,11,148,2.58308729295161,0.529919264233205,-0.848048096156426,55,803,68.5041260180088,21.8811707317073,14.7344780487805,71.642994285922,6.01760353890581,41,9,23.2067746794851,950.451357348661,27.6705522315546,"Chattahoochee-Oconee","National Forest",3183257026.362
"294",143386,13,111,100,1,11,"13_111_100_1_11","13_111_100_1","515",10,11,148,2.58308729295161,0.529919264233205,-0.848048096156426,55,803,67.7781025041211,22.249027027027,15.594227027027,73.9853918933078,5.76116929258948,37,8,23.6234762688946,720.595567921796,25.362498488441,"Chattahoochee-Oconee","National Forest",4598642678.58522
"295",143424,13,111,101,1,11,"13_111_101_1_11","13_111_101_1","962",10,11,167,2.91469985083053,0.224951054343865,-0.974370064785235,5,803,120.192709407225,25.4137297297297,21.7314162162162,88.0995103999639,4.11801830710851,37,7,27.1920148255011,720.595567921796,33.5482786573835,"Chattahoochee-Oconee","National Forest",108903687726.19
"296",143461,13,111,101,1,12,"13_111_101_1_12","13_111_101_1","962",10,11,165,2.87979326579064,0.258819045102521,-0.965925826289068,5,803,117.238051813254,28.1728333333333,23.6347,87.5131988737208,5.08214399401185,24,7,30.4301293402882,527.27383699955,27.6270417259922,"Chattahoochee-Oconee","National Forest",1719119459186.57
"297",143485,13,111,102,1,10,"13_111_102_1_10","13_111_102_1","506",10,11,315,5.49778714378214,-0.707106781186548,0.707106781186547,47,803,83.5580732382908,28.47975,22.68855,86.7349163888757,3.58486101484904,16,5,33.3301815776632,578.678797882803,23.4473893433994,"Chattahoochee-Oconee","National Forest",2336674778870.2
"298",143501,13,111,102,1,11,"13_111_102_1_11","13_111_102_1","506",10,11,315,5.49778714378214,-0.707106781186548,0.707106781186547,45,803,84.0089647478385,34.9038333333333,24.9174,78.0014733902639,4.33939062525723,12,5,39.1354437605265,178.450828543612,21.4652880005029,"Chattahoochee-Oconee","National Forest",1440596031079706
